customer_id,Full_name,email,Age,Gender,Marital_Status,Family_Size,Dependent count,Occupation,Occupation type,Monthly_Income,KYC status,City,Kids_in_Household,App_Installed,Existing Customer,Credit score,Social_Media_Active
CUST3178,Amit Sharma,amit.sharma3178@example.com,45,Male,Single,0,1,Homemaker,Full-time,84574,N,Lucknow,0,N,Y,561,Y
CUST3179,Rahul Sinha,rahul.sinha3179@example.com,46,Female,Married,2,3,Pharmacist,Part-time,103541,N,Bhopal,0,N,N,594,N
CUST3180,Rohit Patel,rohit.patel3180@example.com,57,Male,Single,2,4,Pharmacist,Part-time,177829,N,Delhi,0,N,Y,597,N
CUST3181,Suresh Malhotra,suresh.malhotra3181@example.com,28,Female,Married,3,0,Pharmacist,Full-time,45713,Y,Delhi,2,N,N,509,N
CUST3182,Suresh Gupta,suresh.gupta3182@example.com,36,Female,Married,1,3,Pharmacist,Part-time,232486,N,Bhopal,1,N,N,647,N
CUST3183,Neha Patel,neha.patel3183@example.com,51,Female,Single,3,4,Pharmacist,Part-time,73220,Y,Bhopal,0,Y,Y,636,N
CUST3184,Amit Banerjee,amit.banerjee3184@example.com,29,Female,Married,3,2,Advocate,Part-time,32216,N,Hyderabad,0,Y,Y,527,Y
CUST3185,Kavya Patel,kavya.patel3185@example.com,19,Male,Single,1,0,IT Professional,Part-time,54443,N,Bhopal,0,N,Y,550,Y
CUST3186,Neha Nair,neha.nair3186@example.com,37,Female,Married,0,0,Teacher,Part-time,221869,Y,Chennai,1,N,Y,473,N
CUST3187,Pooja Verma,pooja.verma3187@example.com,43,Male,Married,0,3,Teacher,Part-time,231245,Y,Jaipur,3,Y,N,652,Y
CUST3188,Arjun Malhotra,arjun.malhotra3188@example.com,37,Female,Married,1,3,Engineer,Full-time,218804,N,Chennai,0,Y,Y,535,Y
CUST3189,Nikhil Sinha,nikhil.sinha3189@example.com,57,Male,Single,0,4,Civil Servant,Full-time,145092,Y,Lucknow,0,N,Y,597,Y
CUST3190,Neha Kulkarni,neha.kulkarni3190@example.com,50,Female,Single,0,4,Architect,Part-time,190657,Y,Lucknow,0,N,Y,499,Y
CUST3191,Amit Nair,amit.nair3191@example.com,18,Male,Single,2,2,Doctor,Part-time,55447,Y,Chennai,0,N,Y,485,Y
CUST3192,Rahul Malhotra,rahul.malhotra3192@example.com,21,Male,Single,0,1,Architect,Full-time,41922,Y,Delhi,0,N,Y,623,N
CUST3193,Nikhil Kapoor,nikhil.kapoor3193@example.com,35,Female,Married,0,1,Teacher,Full-time,83537,Y,Chennai,1,N,N,491,Y
CUST3194,Anjali Sinha,anjali.sinha3194@example.com,31,Female,Married,3,3,Teacher,Full-time,55745,Y,Kochi,0,N,Y,654,N
CUST3195,Rohit Das,rohit.das3195@example.com,55,Female,Single,0,2,Engineer,Full-time,219693,Y,Mumbai,0,Y,Y,553,Y
CUST3196,Suresh Iyer,suresh.iyer3196@example.com,30,Female,Married,3,1,Architect,Part-time,84992,Y,Kochi,3,N,Y,522,N
CUST3197,Rahul Reddy,rahul.reddy3197@example.com,38,Male,Single,0,1,IT Professional,Full-time,70464,Y,Pune,0,Y,Y,657,Y
CUST3198,Anjali Malhotra,anjali.malhotra3198@example.com,46,Male,Single,2,2,Doctor,Full-time,162352,Y,Jaipur,0,N,Y,671,N
CUST3199,Suresh Sharma,suresh.sharma3199@example.com,19,Male,Single,2,3,Civil Servant,Full-time,42793,N,Kolkata,0,Y,N,487,Y
CUST3200,Anjali Kulkarni,anjali.kulkarni3200@example.com,20,Female,Single,3,0,Architect,Full-time,63765,Y,Delhi,0,Y,N,619,Y
CUST3201,Priya Das,priya.das3201@example.com,39,Female,Single,0,1,Pharmacist,Part-time,131727,Y,Lucknow,0,N,Y,502,N
CUST3202,Pooja Kulkarni,pooja.kulkarni3202@example.com,52,Female,Married,2,4,Teacher,Full-time,139726,N,Pune,0,Y,N,496,Y
CUST3203,Vikram Banerjee,vikram.banerjee3203@example.com,46,Male,Married,1,1,Doctor,Part-time,211056,Y,Chennai,3,Y,N,547,N
CUST3204,Kavya Malhotra,kavya.malhotra3204@example.com,36,Male,Single,3,0,Teacher,Full-time,177472,N,Hyderabad,0,N,Y,614,N
CUST3205,Nikhil Verma,nikhil.verma3205@example.com,39,Female,Married,3,3,Teacher,Part-time,171408,N,Patna,1,N,Y,569,N
CUST3206,Riya Das,riya.das3206@example.com,31,Female,Married,2,2,Teacher,Part-time,126082,N,Bhopal,1,Y,Y,654,Y
CUST3207,Priya Sinha,priya.sinha3207@example.com,38,Female,Single,1,1,Doctor,Full-time,172024,N,Chandigarh,0,N,N,566,Y
CUST3208,Pooja Patel,pooja.patel3208@example.com,42,Male,Single,2,0,Engineer,Full-time,188921,N,Bhopal,0,Y,N,501,N
CUST3209,Amit Das,amit.das3209@example.com,46,Female,Married,2,4,Homemaker,Part-time,38195,N,Jaipur,2,N,Y,661,N
CUST3210,Nikhil Kapoor,nikhil.kapoor3210@example.com,22,Female,Single,2,3,IT Professional,Part-time,46413,Y,Bengaluru,0,Y,Y,637,Y
CUST3211,Riya Mehta,riya.mehta3211@example.com,22,Male,Single,2,1,Advocate,Part-time,52185,N,Kolkata,0,N,Y,497,N
CUST3212,Sneha Iyer,sneha.iyer3212@example.com,23,Male,Married,3,0,Teacher,Full-time,46932,Y,Ahmedabad,0,Y,N,503,Y
CUST3213,Rohit Banerjee,rohit.banerjee3213@example.com,51,Male,Single,3,3,Engineer,Full-time,198309,Y,Jaipur,0,N,Y,672,N
CUST3214,Suresh Sinha,suresh.sinha3214@example.com,45,Male,Married,1,1,Teacher,Part-time,112691,Y,Patna,0,N,Y,582,Y
CUST3215,Nikhil Verma,nikhil.verma3215@example.com,56,Male,Single,0,4,Doctor,Full-time,116116,N,Pune,0,Y,N,497,Y
CUST3216,Neha Sinha,neha.sinha3216@example.com,59,Female,Married,3,3,Pharmacist,Part-time,140062,N,Lucknow,0,N,N,640,Y
CUST3217,Vikram Joshi,vikram.joshi3217@example.com,52,Female,Married,2,0,Homemaker,Full-time,111160,N,Delhi,2,N,Y,515,N
CUST3218,Rohit Reddy,rohit.reddy3218@example.com,34,Male,Single,3,1,Teacher,Full-time,63711,N,Kochi,0,Y,Y,494,Y
CUST3219,Priya Nair,priya.nair3219@example.com,51,Female,Single,1,0,Architect,Full-time,197539,N,Indore,0,Y,Y,534,Y
CUST3220,Sneha Kulkarni,sneha.kulkarni3220@example.com,36,Female,Single,3,1,Pharmacist,Part-time,30050,Y,Indore,0,N,Y,474,N
CUST3221,Anjali Nair,anjali.nair3221@example.com,57,Female,Married,1,2,Architect,Part-time,157152,N,Lucknow,2,Y,N,536,Y
CUST3222,Meera Patel,meera.patel3222@example.com,48,Female,Single,1,0,Teacher,Part-time,51581,N,Bengaluru,0,Y,Y,507,Y
CUST3223,Neha Banerjee,neha.banerjee3223@example.com,21,Female,Single,2,3,Advocate,Full-time,62500,Y,Indore,0,N,Y,452,N
CUST3224,Neha Joshi,neha.joshi3224@example.com,20,Male,Single,0,0,Pharmacist,Full-time,54062,Y,Bhopal,0,N,N,625,Y
CUST3225,Suresh Das,suresh.das3225@example.com,45,Female,Single,0,2,Doctor,Full-time,239746,N,Bengaluru,0,Y,Y,633,Y
CUST3226,Meera Joshi,meera.joshi3226@example.com,44,Female,Married,3,4,Teacher,Part-time,66224,N,Lucknow,0,Y,N,550,Y
CUST3227,Vikram Reddy,vikram.reddy3227@example.com,34,Female,Married,0,2,Civil Servant,Full-time,55299,N,Kochi,1,N,Y,649,N
CUST3228,Nikhil Kulkarni,nikhil.kulkarni3228@example.com,51,Female,Married,2,4,Architect,Full-time,173902,N,Hyderabad,1,N,Y,491,N
CUST3229,Neha Verma,neha.verma3229@example.com,33,Female,Single,3,0,Doctor,Full-time,44191,N,Lucknow,0,N,Y,530,N
CUST3230,Neha Mehta,neha.mehta3230@example.com,58,Male,Married,2,0,Architect,Full-time,108424,Y,Chennai,3,N,Y,510,Y
CUST3231,Arjun Verma,arjun.verma3231@example.com,55,Female,Single,0,3,Architect,Part-time,160707,Y,Patna,0,N,N,559,N
CUST3232,Pooja Das,pooja.das3232@example.com,18,Female,Single,3,4,Banker,Part-time,37560,Y,Bhopal,0,N,Y,583,Y
CUST3233,Suresh Gupta,suresh.gupta3233@example.com,19,Female,Single,0,0,Banker,Part-time,69260,N,Bhopal,0,N,Y,475,N
CUST3234,Amit Malhotra,amit.malhotra3234@example.com,38,Male,Single,1,0,Banker,Full-time,233368,Y,Kolkata,0,Y,Y,648,Y
CUST3235,Anjali Kapoor,anjali.kapoor3235@example.com,56,Female,Married,1,3,Advocate,Part-time,72828,N,Mumbai,1,Y,N,480,Y
CUST3236,Rahul Malhotra,rahul.malhotra3236@example.com,60,Female,Married,2,4,IT Professional,Full-time,42765,N,Chennai,3,Y,N,472,Y
CUST3237,Amit Gupta,amit.gupta3237@example.com,57,Female,Married,0,0,Civil Servant,Part-time,182483,Y,Kochi,2,Y,N,457,N
CUST3238,Vikram Reddy,vikram.reddy3238@example.com,34,Female,Single,0,4,Pharmacist,Full-time,57962,Y,Pune,0,N,Y,668,Y
CUST3239,Arjun Banerjee,arjun.banerjee3239@example.com,50,Female,Single,0,3,IT Professional,Full-time,153462,N,Mumbai,0,N,N,472,Y
CUST3240,Amit Kulkarni,amit.kulkarni3240@example.com,29,Female,Single,3,1,Doctor,Part-time,80671,Y,Bhopal,0,N,N,567,Y
CUST3241,Amit Mehta,amit.mehta3241@example.com,22,Male,Married,3,3,Advocate,Part-time,58844,Y,Mumbai,2,Y,N,622,N
CUST3242,Suresh Verma,suresh.verma3242@example.com,18,Male,Single,0,1,Engineer,Part-time,57678,N,Kochi,0,Y,N,524,Y
CUST3243,Riya Kulkarni,riya.kulkarni3243@example.com,55,Female,Single,3,1,Architect,Part-time,192327,Y,Hyderabad,0,Y,Y,648,N
CUST3244,Riya Gupta,riya.gupta3244@example.com,56,Female,Married,3,2,IT Professional,Part-time,86595,Y,Jaipur,2,Y,N,608,Y
CUST3245,Arjun Malhotra,arjun.malhotra3245@example.com,58,Male,Married,3,3,Banker,Part-time,92569,N,Bengaluru,2,Y,Y,544,N
CUST3246,Karan Nair,karan.nair3246@example.com,20,Male,Single,0,2,IT Professional,Full-time,59867,N,Jaipur,0,Y,Y,642,Y
CUST3247,Neha Reddy,neha.reddy3247@example.com,45,Male,Single,1,2,Pharmacist,Part-time,186749,N,Chennai,0,Y,Y,560,Y
CUST3248,Rohit Gupta,rohit.gupta3248@example.com,44,Female,Single,3,3,Civil Servant,Full-time,68681,Y,Kolkata,0,Y,N,470,N
CUST3249,Anjali Reddy,anjali.reddy3249@example.com,45,Female,Married,0,4,Doctor,Full-time,125698,Y,Lucknow,1,N,N,629,Y
CUST3250,Rahul Sharma,rahul.sharma3250@example.com,49,Male,Married,3,4,Advocate,Full-time,28395,Y,Patna,2,Y,N,573,Y
CUST3251,Arjun Joshi,arjun.joshi3251@example.com,32,Male,Married,0,0,Pharmacist,Full-time,84245,Y,Delhi,3,Y,Y,521,Y
CUST3252,Priya Iyer,priya.iyer3252@example.com,25,Female,Single,0,2,Doctor,Full-time,28591,Y,Kochi,0,N,Y,620,Y
CUST3253,Rahul Mehta,rahul.mehta3253@example.com,54,Female,Single,2,2,Architect,Part-time,233340,Y,Bhopal,0,Y,N,577,Y
CUST3254,Karan Kulkarni,karan.kulkarni3254@example.com,19,Female,Single,1,0,Homemaker,Part-time,25692,Y,Mumbai,0,N,Y,611,Y
CUST3255,Sneha Kulkarni,sneha.kulkarni3255@example.com,60,Male,Married,0,2,Pharmacist,Part-time,178346,N,Lucknow,1,N,Y,555,Y
CUST3256,Vikram Joshi,vikram.joshi3256@example.com,40,Male,Married,2,3,Banker,Part-time,212450,Y,Mumbai,3,N,Y,662,Y
CUST3257,Meera Joshi,meera.joshi3257@example.com,44,Male,Single,2,1,Banker,Full-time,235315,N,Jaipur,0,Y,Y,568,N
CUST3258,Nikhil Sharma,nikhil.sharma3258@example.com,41,Male,Single,0,3,Doctor,Full-time,130491,N,Kolkata,0,Y,Y,532,N
CUST3259,Riya Kapoor,riya.kapoor3259@example.com,59,Female,Married,2,2,Civil Servant,Part-time,115992,N,Chennai,1,N,Y,583,Y
CUST3260,Neha Joshi,neha.joshi3260@example.com,49,Female,Single,3,4,Pharmacist,Part-time,174868,Y,Kolkata,0,N,N,564,Y
CUST3261,Rahul Reddy,rahul.reddy3261@example.com,44,Female,Single,0,2,IT Professional,Part-time,160104,N,Bhopal,0,Y,Y,536,Y
CUST3262,Suresh Kulkarni,suresh.kulkarni3262@example.com,53,Female,Married,3,0,Architect,Full-time,70636,N,Pune,0,Y,Y,505,Y
CUST3263,Pooja Nair,pooja.nair3263@example.com,30,Female,Married,0,2,Architect,Part-time,41072,Y,Delhi,3,Y,Y,573,Y
CUST3264,Pooja Banerjee,pooja.banerjee3264@example.com,50,Male,Single,2,4,Engineer,Full-time,127201,N,Pune,0,N,Y,597,Y
CUST3265,Rahul Malhotra,rahul.malhotra3265@example.com,37,Female,Single,3,0,Advocate,Part-time,77710,N,Hyderabad,0,N,N,668,Y
CUST3266,Neha Sharma,neha.sharma3266@example.com,52,Female,Married,3,3,Architect,Full-time,211755,Y,Jaipur,0,Y,Y,647,N
CUST3267,Sneha Nair,sneha.nair3267@example.com,51,Male,Married,1,4,Homemaker,Full-time,193288,N,Patna,0,N,Y,558,N
CUST3268,Meera Banerjee,meera.banerjee3268@example.com,51,Female,Single,3,0,Doctor,Part-time,187499,Y,Patna,0,Y,N,532,N
CUST3269,Meera Das,meera.das3269@example.com,18,Male,Single,3,2,Pharmacist,Part-time,62660,Y,Patna,0,N,N,649,N
CUST3270,Arjun Verma,arjun.verma3270@example.com,41,Male,Married,0,2,Engineer,Full-time,79486,N,Kolkata,1,N,N,684,Y
CUST3271,Amit Malhotra,amit.malhotra3271@example.com,53,Male,Married,2,3,Pharmacist,Full-time,164542,Y,Chennai,2,N,Y,549,N
CUST3272,Rohit Kulkarni,rohit.kulkarni3272@example.com,47,Female,Single,2,3,IT Professional,Full-time,75233,N,Chandigarh,0,Y,N,525,Y
CUST3273,Rahul Kulkarni,rahul.kulkarni3273@example.com,55,Female,Married,1,0,Advocate,Full-time,140186,Y,Bengaluru,2,N,Y,500,Y
CUST3274,Priya Gupta,priya.gupta3274@example.com,56,Female,Married,2,0,Advocate,Full-time,197550,N,Indore,1,Y,Y,555,N
CUST3275,Rahul Gupta,rahul.gupta3275@example.com,26,Male,Single,2,2,Pharmacist,Part-time,72498,N,Mumbai,0,N,Y,522,N
CUST3276,Karan Joshi,karan.joshi3276@example.com,26,Female,Single,2,2,Advocate,Full-time,113078,Y,Chandigarh,0,Y,Y,582,N
CUST3277,Rohit Reddy,rohit.reddy3277@example.com,49,Female,Single,3,3,Advocate,Full-time,87355,Y,Chandigarh,0,Y,Y,612,Y
CUST3278,Rahul Kulkarni,rahul.kulkarni3278@example.com,49,Male,Married,1,3,Banker,Part-time,97662,N,Bengaluru,3,Y,N,646,N
CUST3279,Sneha Reddy,sneha.reddy3279@example.com,49,Female,Married,0,0,Civil Servant,Part-time,198581,N,Patna,2,Y,N,610,Y
CUST3280,Suresh Nair,suresh.nair3280@example.com,30,Female,Single,2,1,Civil Servant,Full-time,141173,Y,Bengaluru,0,Y,Y,460,N
CUST3281,Kavya Iyer,kavya.iyer3281@example.com,53,Female,Single,3,0,Pharmacist,Part-time,224243,Y,Lucknow,0,Y,N,586,N
CUST3282,Amit Nair,amit.nair3282@example.com,50,Male,Married,1,3,Advocate,Part-time,171079,Y,Kolkata,2,Y,N,600,Y
CUST3283,Meera Sharma,meera.sharma3283@example.com,27,Female,Married,2,3,IT Professional,Full-time,112074,Y,Pune,0,Y,N,582,Y
CUST3284,Arjun Malhotra,arjun.malhotra3284@example.com,53,Female,Married,1,4,Engineer,Part-time,101239,N,Ahmedabad,1,Y,Y,650,Y
CUST3285,Riya Iyer,riya.iyer3285@example.com,49,Male,Single,1,1,Pharmacist,Part-time,171812,Y,Mumbai,0,Y,Y,522,Y
CUST3286,Meera Patel,meera.patel3286@example.com,43,Female,Single,3,1,Pharmacist,Part-time,138526,N,Jaipur,0,N,Y,654,N
CUST3287,Anjali Verma,anjali.verma3287@example.com,40,Female,Married,2,3,IT Professional,Full-time,167803,N,Indore,0,N,N,675,Y
CUST3288,Priya Malhotra,priya.malhotra3288@example.com,22,Female,Married,1,4,Pharmacist,Part-time,52970,N,Ahmedabad,2,N,N,480,N
CUST3289,Karan Malhotra,karan.malhotra3289@example.com,48,Male,Married,2,0,IT Professional,Part-time,214826,N,Hyderabad,1,N,N,558,N
CUST3290,Kavya Sharma,kavya.sharma3290@example.com,37,Male,Single,1,0,IT Professional,Full-time,236404,N,Jaipur,0,N,N,663,N
CUST3291,Vikram Banerjee,vikram.banerjee3291@example.com,20,Male,Single,3,2,Banker,Full-time,54867,N,Chandigarh,0,Y,N,461,N
CUST3292,Meera Mehta,meera.mehta3292@example.com,33,Female,Single,2,2,Architect,Full-time,143228,Y,Patna,0,Y,Y,522,N
CUST3293,Rohit Kapoor,rohit.kapoor3293@example.com,51,Male,Married,2,1,Advocate,Part-time,74085,Y,Delhi,2,Y,Y,505,N
CUST3294,Arjun Das,arjun.das3294@example.com,53,Female,Single,2,1,Doctor,Part-time,247744,Y,Patna,0,Y,N,506,N
CUST3295,Vikram Banerjee,vikram.banerjee3295@example.com,45,Female,Married,3,2,Architect,Full-time,190295,Y,Pune,1,N,N,639,Y
CUST3296,Nikhil Banerjee,nikhil.banerjee3296@example.com,29,Male,Single,2,0,Civil Servant,Full-time,40716,N,Hyderabad,0,Y,N,499,Y
CUST3297,Priya Gupta,priya.gupta3297@example.com,60,Male,Single,3,1,Architect,Full-time,88650,Y,Ahmedabad,0,Y,Y,535,N
CUST3298,Riya Malhotra,riya.malhotra3298@example.com,23,Male,Married,2,4,Civil Servant,Part-time,41663,Y,Kolkata,2,N,Y,495,N
CUST3299,Vikram Verma,vikram.verma3299@example.com,38,Female,Married,1,4,Pharmacist,Part-time,206219,Y,Bengaluru,2,Y,N,625,N
CUST3300,Rohit Gupta,rohit.gupta3300@example.com,33,Female,Single,3,2,Advocate,Part-time,120611,Y,Mumbai,0,N,Y,643,N
CUST3301,Arjun Kulkarni,arjun.kulkarni3301@example.com,39,Male,Single,0,0,Engineer,Part-time,134778,Y,Mumbai,0,N,N,548,N
CUST3302,Sneha Das,sneha.das3302@example.com,19,Male,Single,3,2,Architect,Part-time,36719,N,Hyderabad,0,Y,Y,473,N
CUST3303,Rohit Sharma,rohit.sharma3303@example.com,34,Female,Married,1,2,Advocate,Part-time,30120,N,Bengaluru,2,N,N,566,N
CUST3304,Amit Gupta,amit.gupta3304@example.com,41,Male,Married,3,2,Banker,Full-time,170887,N,Kolkata,0,Y,Y,687,N
CUST3305,Suresh Sharma,suresh.sharma3305@example.com,56,Female,Single,2,0,Engineer,Part-time,121586,Y,Ahmedabad,0,N,Y,630,N
CUST3306,Suresh Sinha,suresh.sinha3306@example.com,45,Male,Single,3,2,Architect,Part-time,191879,N,Lucknow,0,Y,Y,578,Y
CUST3307,Rahul Gupta,rahul.gupta3307@example.com,54,Male,Single,1,3,Doctor,Full-time,202349,Y,Patna,0,N,N,466,N
CUST3308,Nikhil Banerjee,nikhil.banerjee3308@example.com,44,Female,Married,3,4,Teacher,Full-time,165633,N,Patna,3,N,N,552,Y
CUST3309,Suresh Das,suresh.das3309@example.com,25,Female,Married,1,2,Doctor,Full-time,106060,N,Kolkata,2,N,Y,542,Y
CUST3310,Amit Gupta,amit.gupta3310@example.com,19,Female,Single,3,4,Civil Servant,Part-time,56088,Y,Mumbai,0,N,N,461,Y
CUST3311,Suresh Das,suresh.das3311@example.com,43,Male,Single,2,3,Engineer,Part-time,194211,Y,Hyderabad,0,N,N,619,Y
CUST3312,Rahul Banerjee,rahul.banerjee3312@example.com,58,Female,Married,0,2,Advocate,Part-time,216585,Y,Mumbai,1,Y,Y,687,N
CUST3313,Rohit Gupta,rohit.gupta3313@example.com,39,Female,Married,0,2,IT Professional,Part-time,245695,N,Patna,0,N,Y,460,N
CUST3314,Suresh Nair,suresh.nair3314@example.com,29,Female,Married,3,3,Teacher,Full-time,59809,Y,Jaipur,1,Y,Y,602,Y
CUST3315,Nikhil Iyer,nikhil.iyer3315@example.com,19,Female,Single,2,0,Pharmacist,Part-time,29684,N,Ahmedabad,0,N,N,631,Y
CUST3316,Rahul Gupta,rahul.gupta3316@example.com,52,Female,Single,1,4,Civil Servant,Part-time,206454,N,Kolkata,0,Y,Y,579,Y
CUST3317,Rahul Reddy,rahul.reddy3317@example.com,48,Male,Single,1,0,Pharmacist,Part-time,103476,Y,Mumbai,0,N,Y,480,N
CUST3318,Suresh Reddy,suresh.reddy3318@example.com,49,Female,Married,1,4,Architect,Part-time,141204,Y,Chandigarh,0,N,Y,521,Y
CUST3319,Rahul Verma,rahul.verma3319@example.com,44,Female,Single,2,2,Architect,Full-time,129841,Y,Pune,0,N,N,586,N
CUST3320,Kavya Patel,kavya.patel3320@example.com,38,Male,Married,0,0,Banker,Part-time,90641,N,Bengaluru,0,N,N,459,Y
CUST3321,Riya Sharma,riya.sharma3321@example.com,26,Male,Married,1,1,Homemaker,Part-time,117683,Y,Jaipur,3,Y,N,567,N
CUST3322,Anjali Verma,anjali.verma3322@example.com,19,Male,Single,0,2,Civil Servant,Part-time,25502,Y,Hyderabad,0,Y,Y,535,N
CUST3323,Kavya Mehta,kavya.mehta3323@example.com,42,Female,Single,0,1,Homemaker,Full-time,31083,N,Kolkata,0,N,Y,661,Y
CUST3324,Karan Mehta,karan.mehta3324@example.com,38,Male,Single,2,3,Teacher,Full-time,180216,Y,Bhopal,0,N,N,467,Y
CUST3325,Suresh Kapoor,suresh.kapoor3325@example.com,49,Female,Married,2,0,Advocate,Full-time,97227,N,Delhi,2,N,Y,584,N
CUST3326,Suresh Sinha,suresh.sinha3326@example.com,44,Male,Single,0,1,Teacher,Full-time,81154,N,Jaipur,0,Y,Y,600,N
CUST3327,Kavya Patel,kavya.patel3327@example.com,47,Male,Married,0,4,Advocate,Part-time,190602,Y,Hyderabad,0,Y,N,478,Y
CUST3328,Vikram Sharma,vikram.sharma3328@example.com,43,Male,Single,2,4,Advocate,Part-time,154693,Y,Bhopal,0,N,N,469,N
CUST3329,Vikram Iyer,vikram.iyer3329@example.com,60,Female,Married,2,4,Architect,Full-time,227919,N,Jaipur,0,N,N,562,Y
CUST3330,Neha Iyer,neha.iyer3330@example.com,31,Female,Married,1,0,Architect,Part-time,146291,Y,Hyderabad,3,Y,N,468,Y
CUST3331,Riya Mehta,riya.mehta3331@example.com,38,Female,Married,2,2,Pharmacist,Full-time,107863,N,Bengaluru,0,Y,N,502,N
CUST3332,Kavya Kulkarni,kavya.kulkarni3332@example.com,48,Male,Married,2,2,Pharmacist,Full-time,219283,Y,Patna,2,N,N,455,N
CUST3333,Rahul Sinha,rahul.sinha3333@example.com,32,Male,Married,2,0,Doctor,Part-time,95093,Y,Delhi,1,N,Y,573,N
CUST3334,Rahul Mehta,rahul.mehta3334@example.com,29,Female,Single,2,3,Banker,Part-time,40311,N,Mumbai,0,Y,N,625,N
CUST3335,Meera Banerjee,meera.banerjee3335@example.com,59,Female,Single,1,3,Banker,Part-time,50877,N,Kochi,0,Y,Y,568,Y
CUST3336,Pooja Iyer,pooja.iyer3336@example.com,55,Female,Single,1,4,Civil Servant,Full-time,89448,N,Kochi,0,N,N,629,N
CUST3337,Amit Nair,amit.nair3337@example.com,52,Male,Single,0,3,Homemaker,Full-time,164260,N,Mumbai,0,Y,Y,464,N
CUST3338,Sneha Malhotra,sneha.malhotra3338@example.com,38,Female,Married,3,1,IT Professional,Full-time,211507,N,Kolkata,1,N,Y,456,Y
CUST3339,Sneha Malhotra,sneha.malhotra3339@example.com,36,Male,Married,0,4,Banker,Part-time,209926,N,Chennai,2,Y,N,496,Y
CUST3340,Nikhil Malhotra,nikhil.malhotra3340@example.com,23,Female,Single,0,4,Doctor,Part-time,69840,N,Patna,0,N,N,577,Y
CUST3341,Karan Joshi,karan.joshi3341@example.com,32,Female,Married,2,2,Teacher,Part-time,93950,N,Jaipur,1,Y,Y,509,Y
CUST3342,Anjali Mehta,anjali.mehta3342@example.com,58,Male,Single,3,0,Homemaker,Full-time,240816,Y,Kochi,0,Y,Y,584,Y
CUST3343,Anjali Malhotra,anjali.malhotra3343@example.com,18,Male,Single,3,2,Architect,Full-time,64517,N,Kolkata,0,Y,N,453,Y
CUST3344,Priya Sharma,priya.sharma3344@example.com,47,Male,Single,2,3,Advocate,Full-time,133321,Y,Bengaluru,0,Y,Y,648,Y
CUST3345,Neha Kulkarni,neha.kulkarni3345@example.com,18,Male,Single,2,0,Homemaker,Part-time,66903,N,Lucknow,0,Y,N,553,Y
CUST3346,Rahul Verma,rahul.verma3346@example.com,46,Male,Married,0,1,Doctor,Part-time,192206,N,Patna,1,Y,N,694,N
CUST3347,Nikhil Sharma,nikhil.sharma3347@example.com,38,Male,Single,3,2,Civil Servant,Full-time,58088,N,Chandigarh,0,Y,Y,668,Y
CUST3348,Karan Nair,karan.nair3348@example.com,36,Male,Single,2,0,Pharmacist,Part-time,203334,Y,Pune,0,Y,N,695,N
CUST3349,Kavya Gupta,kavya.gupta3349@example.com,37,Female,Single,0,1,Banker,Full-time,78806,Y,Kolkata,0,N,N,457,Y
CUST3350,Kavya Gupta,kavya.gupta3350@example.com,45,Male,Married,3,2,Homemaker,Full-time,229166,Y,Pune,1,Y,N,643,N
CUST3351,Vikram Reddy,vikram.reddy3351@example.com,57,Female,Single,3,2,Pharmacist,Part-time,226494,N,Bhopal,0,Y,Y,683,Y
CUST3352,Rahul Patel,rahul.patel3352@example.com,19,Female,Single,2,2,Architect,Part-time,56919,Y,Chandigarh,0,N,N,560,Y
CUST3353,Karan Gupta,karan.gupta3353@example.com,31,Female,Single,3,2,IT Professional,Full-time,104709,N,Mumbai,0,N,N,487,Y
CUST3354,Kavya Kapoor,kavya.kapoor3354@example.com,25,Male,Single,0,4,Engineer,Part-time,30491,N,Mumbai,0,N,N,552,N
CUST3355,Rahul Patel,rahul.patel3355@example.com,57,Female,Single,2,2,Banker,Full-time,123183,N,Pune,0,N,Y,698,N
CUST3356,Amit Iyer,amit.iyer3356@example.com,24,Male,Married,2,1,Teacher,Full-time,62833,N,Delhi,3,N,Y,624,N
CUST3357,Priya Kulkarni,priya.kulkarni3357@example.com,56,Female,Single,2,2,Teacher,Full-time,209850,N,Hyderabad,0,Y,N,515,Y
CUST3358,Nikhil Nair,nikhil.nair3358@example.com,39,Male,Single,0,4,Teacher,Full-time,61643,Y,Pune,0,N,Y,575,N
CUST3359,Arjun Reddy,arjun.reddy3359@example.com,39,Female,Single,3,4,Advocate,Full-time,219477,Y,Kolkata,0,N,Y,676,N
CUST3360,Riya Kapoor,riya.kapoor3360@example.com,27,Female,Single,1,1,Engineer,Full-time,134387,Y,Chandigarh,0,Y,Y,455,N
CUST3361,Pooja Patel,pooja.patel3361@example.com,38,Female,Single,1,4,IT Professional,Full-time,220530,Y,Delhi,0,Y,Y,697,N
CUST3362,Riya Iyer,riya.iyer3362@example.com,21,Male,Single,3,3,Architect,Part-time,35056,N,Bengaluru,0,Y,N,509,N
CUST3363,Nikhil Malhotra,nikhil.malhotra3363@example.com,37,Male,Single,2,3,Engineer,Part-time,53674,Y,Lucknow,0,N,N,590,Y
CUST3364,Sneha Malhotra,sneha.malhotra3364@example.com,41,Male,Married,3,0,Teacher,Part-time,201108,Y,Kochi,2,Y,N,679,N
CUST3365,Anjali Kapoor,anjali.kapoor3365@example.com,49,Male,Married,0,2,Architect,Part-time,156716,Y,Jaipur,3,N,Y,455,Y
